전기차 충전기 현황_환경부 공공급속충전기	환경부 공공급속 충전시설에 대해 2010년부터 2019년까지 설치한 정보(지역, 충전소명, 충전기 ID, 설치년도, 상세 주소 등)를 제공.
친환경차 정보	친환경차 종합 정보 지원 시스템의 친환경차에 대한 상세 정보(차량명칭, 친환경차 유형, 최고속도, 최고 출력값, 승차 인원, 총배기량, 복합연비, CO2 배출량, 충전시간, 무상보증기간 등)를 제공하여 보여 주는 것.
친환경차종합정보지원시스템 용어	친환경차 종합 정보 지원 시스템에서 사용하는 관련 용어명, 용어일련번호, 내용에 대해 자세히 안내해 주는 자료에 대한 정보 제공.
탄소포인트제_전국 참여자 현황	탄소포인트제 참여자들의 지자체별(시·도 시·군·구 별)/참여유형별 현황 관련 통계정보 (2017-2019).
탄소포인트제 도시가스 사용량	탄소포인트제 참여자들의 지자체별(시·도 시·군·구 별) 도시가스 연평균 사용량(2017-2019) 통계자료.
탄소포인트제 전기 사용량	탄소포인트제 참여자들의 지자체별(시·도 시·군·구 별) 연평균 전기 사용량(2017-2019) 통계 자료 (감축현황).
탄소포인트제 상수도 사용량	탄소포인트제 참여자들의 지자체별(시·도 시·군·구 별) 상수도 연평균 사용량(2017-2019) 통계자료.
시설설치공사매뉴얼	한국환경공단 환경시설설치공사매뉴얼(공사 착수, 시행, 준공단계 감독업무, 감독자 업무범위, 근무수칙등) 을 제공.
방제물품정보 및 재고수량	수질오염사고 발생 시 재난관리자원방제비축센터의 방제물품 정보 및 재고수량을 시스템을 통해 제공하여 신속한 초동대응이 가능하도록 지원.
방제업체별 물품정보	방제업체에서 취급하는 방제물품정보를 파악하여 수질오염사고 발생 시 사고지역 인근에서 지원가능한 방제업체 및 방제물품정보를 제공.
이동형측정기정보	이동설치가 용이한 이동형측정기기를 수질오염사고 예상 지점 및 사고 발생지점에 설치하여 사고 사전예방, 발생여부 등 신속파악.
수질오염방제 우편번호	사전적의미: 우편물의 신속한 배달을 위하여 고안한 지역 식별 코드로 예전 여섯자리 번호(현재 도로명주소가 전면 시행되면서 우편번호도 다섯자리로 개편하여 시행).
세계 물포럼	물 문제를 세계 공통의 해결과제로 인식하고 공동대응을 위해 개최된 우리가함께한 2015제7차 세계물포럼 관련자료.
폐기물분류코드별지수	한국환경공단에서 운영하는 폐기물처분부담금시스템의 폐기물별 분류 코드 및 폐기물처분부담금 산정지수 정보.
가 다이옥신 배출계수 및 배출량	스톡홀름협약에서 정하는 잔류성유기오염물질 중 다이옥신의 국가 배출량 산정을 위한 소각 및 비소각 등 배출원 분류별 배출시설에 대한 배출계수 및 배출량.
운행자동차 전문정비 업체 현황	운행자동차 중 배출가스를 과다 배출하는 자동차에 대한 엄격한 정비내역 관리를 통해 실질적 정비를 유도 하기 위한 전문정비사업자 현황 자료(사업자명, 주소, 전화번호).
폐기물처분부담금_휴일정보	한국환경공단에서 운영하는 폐기물처분부담금시스템의 휴일정보 관련 내용. 대한민국 휴일정보 및 한국환경공단의 휴일과 같이 등록되어 있음.
폐기물처분부담금_공시이자	한국환경공단에서 운영하는 폐기물처분부담금시스템의 과오납반환(환급) 및 오류 정정결의시 원 부과하였던 금액에 대해 이자를 합산할 경우 사용하는 공시이자율.
폐기물처분부담금_우편정보	한국환경공단에서 운영하는 폐기물처분부담금시스템의 지역별 사업장 및 사업자에 대한 우편번호 등록 시 현황 정보.
폐기물부담금부과관리시스템_연도별폐기물부담금물질정보(수입)	한국환경공단 폐기물부담금부과관리시스템의 연도별폐기물부담금물질정보(수입) 정보. www. budamgum. or. kr 폐기물부담금시스템 연도별폐기물부담금물질정보(수입) 정보를 파일로 확인할 수 있음.
폐기물부담금부과관리시스템_연도별자발적협약단체정보	한국환경공단_폐기물부담금부과관리시스템_연도별자발적협약단체정보. www. budamgum. or. kr 폐기물부담금시스템 연도별자발적협약단체 정보를 파일로 확인할 수 있음.
폐기물부담금부과관리시스템_연도별부담부과금액정보	한국환경공단_폐기물부담금부과관리시스템_연도별부담부과금액정보. www. budamgum. or. kr 폐기물부담금시스템 연도별부담부과금액 정보를 파일로 확인할 수 있음.
순환자원정보_전자입찰 공고정보	순환자원정보센터 전자입찰 정보(공고 기본정보, 공고 물품, 입찰 일정, 입찰 방식, 입찰 가격, 물품 상세정보 등).
순환자원정보_유관단체 정보	순환자원정보센터 재활용 순환자원관련 유관단체, 협회 정보(단체명, 취급자원, 주소, 전화, 홈페이지, 세부 정보 등).
순환자원정보_순환장터 물품정보	순환자원정보센터 순환장터 물품거래 정보(공급/수요 구분, 물품 정보, 폐기물 종류, 희망가격, 물품 위치, 상세정보 등).
순환자원정보_업체정보(수거회수처)	순환자원정보센터 수거회수처 업체정보(상호명, 수거 장소, 연락처, 사업자등록번호, 수거 종류, 수거 방법, 수거 비용 등).
순환자원정보_기업홍보	순환자원정보센터 재활용, 순환자원 기업홍보 자료(업체 기본정보, 업종, 홈페이지, 사업장 주소, 업체 설명 등).
순환자원정보_유통지원 신청정보	순환자원정보센터 재활용폐기물 유통지원 자료(신청자 기본정보, 처리자/배출자 구분, 폐기물 종류, 상세 설명 등).
이동식 소음측정 정보	소음유형 중 환경소음 이동식측정망 측정지점을 지역, 지점코드, 지점명, 법적구분, 용도구분 등의 형태로 제공.
소음 측정망 정보	소음유형 중 환경소음자동측정망을 통해 전송한 데이터를 도시, 법적구분, 용도구분 등의 형태로 일평균(LEQ) 데이터를 제공.
통합기후변화홍보포털_기후변화용어	한국환경공단에서 운영 중인 통합기후변화홍보포털(정보마당-용어사전)에서 검색 가능한 기후변화 관련 용어 및 설명.
영농폐기물관리시스템_품목코드정보	한국환경공단 영농폐기물관리시스템에서 취급하고있는 품목코드, 품목명(하우스비닐, 로덴비닐, 하이덴비닐, 기타비닐, 기타선별품, 폐농약유리병, 폐농약페트명, 폐농약플라스틱병, 폐농약방제용기, 폐농약봉지류, 폐비닐류, 폐농약용기류, 종말품, 폐고철), 상위품목코드, 품목레벨, 정렬순서 정보.
비점오염원_비점측정망 미확정 측정자료(Raw data)	현재 운영하고 있는 국가 비점오염물질 측정망의 측정소 별 미확정 측정자료(수온, pH, 전기전도도, 용존산소, 탁도)와 수분석 자료(SS, BOD, T-N, T-P, TOC)를 제공.
비점오염원_측정소 정보	현재 운영하고 있는 국가 비점오염물질 측정망의 측정소에 대한 데이터로서 측정소명, 상세 좌표, 주소 등을 제공.
비점오염원_측정 장비 정보	현재 운영하고 있는 국가 비점오염물질 측정망의 측정 장비에 대한 데이터로서 상세 모델 명, 제조사 정보 등을 제공.
비점오염원_생태하천 사업관리 정보	국가 사업으로 추진중인 생태하천 복원사업의 기초 데이터로서 개별 사업 개요와 추진 내용, 만족도 조사 결과 등을 제공.
잔류성유기오염물질측정망 운영결과	전국 환경매체(환경대기, 토양, 수질, 퇴적물)에 대한 잔류성유기오염물질측정망(22종, 171개지점)운영 결과1. 환경매체별 조사지점2. 연도별 측정결과3. 정도관리 결과.
